id,t1_lineup,t2_lineup,t1_score,t2_score,date,map,tourney
94715,11926-12269-13976-13980-16384,12731-14273-18317-7716-8789,16,5,2019-11-07 17:10,Inferno,4736
97908,11276-15726-17504-19114-9568,12781-5794-5796-7266-7938,16,7,2020-01-18 13:40,Nuke,5160
94716,11654-12732-12733-13157-8726,11283-11343-11777-12030-2476,12,16,2019-11-07 17:50,Train,4736
98987,10671-11219-8507-8523-9136,10449-10981-7168-9031-9816,14,16,2020-02-16 15:30,Inferno,5138
89344,11816-2730-429-8574-9960,11701-12781-14932-7266-7499,16,9,2019-07-18 15:30,Mirage,4445
86868,10588-4679-8082-8248-9686,13666-3849-7443-7528-884,16,4,2019-05-30 17:00,Inferno,4177
93421,12521-12553-12822-15631-8565,10470-12113-13278-6451-8707,16,10,2019-10-14 22:00,Nuke,4919
93949,10671-11219-8507-8523-9136,14218-29-7443-9261-9278,16,9,2019-10-24 14:40,Dust2,4932
96022,4954-7398-7412-7592-9032,10394-7687-8520-8738-8797,16,8,2019-12-01 21:00,Dust2,4926
64427,11278-11891-8327-8570-9574,4954-7398-7412-7592-9032,15,19,2018-04-03 18:20,Train,3361
79250,1225-13497-284-7167-8374,11654-12732-12733-13157-8726,11,16,2018-12-13 12:30,Overpass,4160
95977,4954-7398-7412-7592-9032,10671-11219-8507-8523-9136,16,6,2019-11-30 18:35,Overpass,4926
86164,11816-2730-429-8574-9960,11283-12030-3972-4216-9618,16,11,2019-05-19 14:35,Mirage,4309
93370,10994-7964-8611-922-9896,12781-14932-7266-7499-7511,16,14,2019-10-13 20:00,Overpass,4699
75845,483-484-7594-7998-8918,4954-7398-7412-7592-9032,19,16,2018-10-20 18:15,Dust2,3374
91249,10330-14148-14419-7415-9612,11343-1146-13670-7390-9766,9,16,2019-09-11 13:00,Train,4847
78864,10588-4679-8082-8248-9686,11816-2730-5479-6904-798,9,16,2018-12-07 15:00,Train,3376
99298,11893-1225-7169-7322-8184,4954-7398-7412-7592-9032,19,22,2020-02-25 14:30,Vertigo,4901
84364,4954-7398-7412-7592-9032,2757-334-3741-8183-885,5,16,2019-04-13 19:05,Dust2,4327
62793,4954-7398-7412-7592-9032,165-2553-317-5386-7356,16,8,2018-03-13 18:00,Inferno,3601
98260,11816-2730-429-8574-9960,10330-14148-14419-7415-9612,16,11,2020-02-01 15:30,Dust2,5147
90778,8095-8394-8783-8875-9031,11816-2730-429-8574-9960,13,16,2019-08-29 14:00,Inferno,4443
92868,4954-7398-7412-7592-9032,11893-1225-7169-7322-8184,16,14,2019-10-03 13:00,Dust2,4553
93188,18053-3741-8183-885-9216,11816-2730-429-8574-9960,12,16,2019-10-10 16:25,Overpass,4699
88449,10449-13679-339-3997-798,11654-12732-12733-13157-8726,5,16,2019-06-26 16:40,Overpass,4633
81738,11654-12732-12733-13157-8726,11278-2553-5386-7356-9574,16,10,2019-02-21 17:00,Dust2,4287
75649,10394-7687-8520-8738-9217,10588-4679-8082-8248-9686,16,14,2018-10-18 22:45,Cache,3375
95314,10588-4679-8082-8248-9686,10508-12092-12094-2161-9221,16,9,2019-11-18 05:00,Mirage,4698
76081,11816-2730-5479-6904-798,4954-7398-7412-7592-9032,5,16,2018-10-23 19:00,Mirage,4071
86329,11654-12732-12733-13157-8726,13670-7166-7390-8994-9766,13,16,2019-05-22 15:00,Overpass,4501
89394,13666-3849-7443-7528-884,11816-2730-429-8574-9960,8,16,2019-07-19 16:15,Inferno,4445
97705,10994-7964-8611-922-9896,15071-16415-16555-16920-16921,16,10,2020-01-12 15:45,Overpass,5157
93874,10168-11574-11576-14876-15419,12521-12553-12822-15631-8565,7,16,2019-10-23 09:30,Mirage,4932
98123,2469-7156-8095-8394-8875,10994-7964-8611-922-9896,2,16,2020-01-25 18:00,Train,4868
93411,18053-3741-8183-885-9216,11271-5794-5796-7256-7938,5,16,2019-10-14 18:05,Train,4923
94029,12521-12553-12822-15631-8565,10588-4679-8082-8248-9686,16,11,2019-10-26 17:10,Mirage,4932
77800,11654-12732-12733-13157-8726,12731-8124-8125-9081-9083,5,16,2018-11-17 14:00,Nuke,4130
95884,10394-7687-8520-8738-8797,14218-29-7443-9261-9278,16,4,2019-11-28 17:05,Mirage,4926
85213,1146-29-39-9261-9278,10588-4679-8082-8248-9686,16,12,2019-04-30 08:55,Mirage,4236
97524,10470-12113-13278-6451-8707,14737-2023-5736-8564-9217,10,16,2020-01-08 02:15,Train,5104
97974,14365-7131-8521-8735-9056,11271-13186-13250-18105-7253,16,5,2020-01-19 17:05,Inferno,5163
93445,11217-13018-17147-7996-9019,13396-7821-8576-9271-9819,9,16,2019-10-15 17:00,Train,4736
94704,11926-12269-13976-13980-16384,13396-7821-8576-9271-9819,17,19,2019-11-07 15:00,Nuke,4736
97090,10192-14140-15683-16778-8598,10994-7964-8611-922-9896,1,16,2019-12-19 09:00,Nuke,4979
88693,10671-11219-8507-8523-9136,165-2757-3741-8183-885,16,12,2019-07-02 19:30,Overpass,4281
82966,11893-7168-7169-7322-8184,11816-2730-429-8574-9960,16,3,2019-03-20 19:05,Dust2,4413
96321,4954-7398-7412-7592-9032,11816-2730-429-8574-9960,14,16,2019-12-07 20:10,Dust2,4697
76097,10588-4679-8082-8248-9686,10671-11219-8521-8522-9136,10,16,2018-10-24 01:05,Cache,4072
83762,11654-12732-12733-13157-8726,11891-14221-8327-8570-973,16,8,2019-04-02 15:00,Inferno,4463
89946,11716-11942-13239-13776-334,11654-12732-12733-13157-8726,15,19,2019-08-03 16:40,Mirage,4773
75453,1146-29-39-9261-9278,4954-7398-7412-7592-9032,16,7,2018-10-16 15:55,Train,3374
70918,4954-7398-7412-7592-9032,11816-2553-2730-5479-798,16,10,2018-07-28 18:30,Mirage,3515
96859,13396-7821-8576-9271-9819,13182-13228-13229-13578-13589,16,13,2019-12-14 18:30,Mirage,5023
86172,11654-12732-12733-13157-8726,10784-14218-9255-9256-9257,11,16,2019-05-19 18:10,Inferno,4567
96880,11654-12732-12733-13157-8726,12731-14273-18317-7716-8789,16,14,2019-12-14 19:40,Nuke,5023
94196,12731-14273-18317-7716-8789,10569-13138-13497-4959-8138,8,16,2019-10-30 12:05,Inferno,4826
61509,4954-7398-7412-7592-9032,334-3347-735-8528-964,16,8,2018-02-19 13:40,Train,3486
82478,11654-12732-12733-13157-8726,11777-18469-3730-3732-4576,16,12,2019-03-10 17:10,Inferno,4409
91257,11816-2730-429-8574-9960,11343-1146-13670-7390-9766,19,15,2019-09-11 15:20,Train,4847
94954,12731-14273-18317-7716-8789,11654-12732-12733-13157-8726,9,16,2019-11-12 17:10,Vertigo,4736
86558,10394-7687-8520-8738-8797,10671-11219-8521-8523-9136,16,13,2019-05-26 02:30,Vertigo,4566
78676,10588-4679-8082-8248-9686,10774-8600-8601-8604-8950,16,9,2018-12-04 15:55,Mirage,3376
98918,12731-14273-18317-7716-8789,12379-18469-3732-4576-5351,16,11,2020-02-15 20:40,Mirage,5211
80702,11654-12732-12733-13157-8726,12699-14684-15428-8321-9916,16,5,2019-01-31 17:00,Inferno,4351
90758,11916-4076-695-7248-9816,11716-11942-13239-13776-334,16,5,2019-08-28 10:00,Overpass,4443
99703,12731-14273-18317-7716-8789,17305-17306-19673-8125-9081,16,14,2020-03-05 19:05,Nuke,5109
98508,12126-14614-15165-7805-9078,11840-16947-7594-7998-8918,9,16,2020-02-09 19:30,Mirage,5138
94710,11891-15204-2553-7356-9574,11716-11942-13239-13776-334,7,16,2019-11-07 16:35,Train,4736
96775,11816-2730-429-9294-9960,284-3972-7167-9616-9618,2,16,2019-12-13 22:30,Vertigo,4998
83172,29-39-9255-9261-9278,10394-7687-8520-8738-8797,3,16,2019-03-22 23:35,Overpass,4326
85401,10590-13779-14205-7943-9008,11654-12732-12733-13157-8726,6,16,2019-05-04 18:40,Nuke,4601
96501,1045-11777-1378-6904-7218,12731-14273-18317-7716-8789,8,16,2019-12-10 17:00,Nuke,4492
98082,11654-12732-12733-13157-8726,11995-12018-13300-8151-8891,20,22,2020-01-23 17:30,Nuke,4945
76970,11654-12732-12733-13157-8726,10122-15899-15900-15903-8539,16,8,2018-11-06 17:25,Mirage,4172
80337,10588-4679-8082-8248-9686,11815-13624-13631-15084-15534,16,7,2019-01-22 09:00,Inferno,4207
98984,12731-14273-18317-7716-8789,10784-1146-9255-9257-9766,16,10,2020-02-16 14:05,Inferno,5211
82667,4954-7398-7412-7592-9032,11716-11942-12161-13239-13776,16,13,2019-03-12 19:05,Inferno,4412
97565,10994-7964-8611-922-9896,10330-14148-14419-7415-9612,13,16,2020-01-09 17:00,Nuke,5110
67169,4954-7398-7412-7592-9032,2757-3741-429-8183-884,16,6,2018-05-19 20:05,Inferno,3373
92046,10330-14148-14419-7415-9612,14221-14684-4829-8324-973,16,7,2019-09-21 16:00,Train,4828
80714,11654-12732-12733-13157-8726,11840-16612-7403-7796-8459,16,8,2019-01-31 18:25,Mirage,4351
92813,10994-7964-8611-922-9896,11716-11942-13239-13776-334,19,17,2019-10-02 18:10,Inferno,4922
78790,4954-7398-7412-7592-9032,10394-7687-8520-8738-9217,16,8,2018-12-06 15:00,Nuke,3376
95684,13396-7821-8576-9271-9819,14087-15563-7537-9325-971,16,10,2019-11-25 14:30,Overpass,5019
93821,10671-11219-8507-8523-9136,10168-11574-11576-14876-15419,16,10,2019-10-22 07:00,Dust2,4932
96739,1045-11777-1378-6904-7218,12699-3669-8242-8321-9916,8,16,2019-12-13 11:25,Nuke,4311
81741,4954-7398-7412-7592-9032,10588-4679-8082-8248-9686,16,2,2019-02-21 14:55,Inferno,3883
94021,11110-13666-3055-3849-7528,10671-11219-8507-8523-9136,13,16,2019-10-26 13:30,Inferno,4932
86463,10394-7687-8520-8738-8797,11893-7168-7169-7322-8184,3,16,2019-05-24 16:00,Nuke,4566
88152,11816-2730-429-8574-9960,2023-8564-9216-9217-9219,16,8,2019-06-18 13:45,Inferno,4490
92889,11140-11485-12876-9102-9115,11816-2730-429-8574-9960,5,16,2019-10-03 17:10,Mirage,4553
99234,14365-7131-8521-8735-9056,12126-14614-15165-7805-9078,16,13,2020-02-22 02:55,Inferno,4869
97782,11140-11162-11485-9102-9115,14505-14883-17402-9103-9112,16,9,2020-01-14 10:45,Inferno,5002
96720,284-3972-7167-9616-9618,14737-2023-5736-8564-9217,11,16,2019-12-13 03:20,Vertigo,4998
73739,4954-7398-7412-7592-9032,10394-7687-8520-8738-9217,15,19,2018-09-14 17:55,Inferno,3564
83008,11654-12732-12733-13157-8726,14670-15726-8231-8256-8543,11,16,2019-03-21 17:00,Train,4466
67080,10394-7687-8520-8738-9217,4954-7398-7412-7592-9032,7,16,2018-05-17 20:00,Inferno,3373
65518,10394-7687-8520-8738-9217,4954-7398-7412-7592-9032,3,16,2018-04-19 17:50,Cache,3491
61876,4679-8082-8248-8771-9069,4954-7398-7412-7592-9032,13,16,2018-02-27 11:00,Train,3309
86767,14670-15726-8231-8256-8543,11654-12732-12733-13157-8726,20,22,2019-05-29 15:00,Inferno,4501
96875,11891-15204-2553-7356-9574,14737-2023-5736-8564-9217,16,14,2019-12-14 19:30,Train,4998
95298,18053-3741-8183-885-9216,11250-13679-15547-339-9348,16,14,2019-11-17 17:40,Dust2,4699
96768,11654-12732-12733-13157-8726,13396-7821-8576-9271-9819,16,13,2019-12-13 17:20,Mirage,5081
62961,7156-8095-8394-9031-9895,4954-7398-7412-7592-9032,4,16,2018-03-15 16:00,Inferno,3361
80819,11654-12732-12733-13157-8726,11250-11515-13915-9349-9350,16,13,2019-02-03 15:00,Mirage,4346
98637,12731-14273-18317-7716-8789,15071-16415-16555-16920-16921,16,6,2020-02-14 12:55,Dust2,5214
83474,11654-12732-12733-13157-8726,10569-147-7982-8372-9545,19,17,2019-03-27 17:30,Overpass,4498
88411,10994-15165-7148-8611-9294,11716-11942-13239-13776-334,16,12,2019-06-25 15:30,Mirage,4633
99594,10810-14394-16695-16816-18717,12781-5794-5796-7266-7938,10,16,2020-03-04 22:40,Mirage,5210
91525,11916-4076-5479-695-7248,11716-11942-13239-13776-334,13,16,2019-09-14 13:15,Dust2,4686
95149,11716-11942-13239-13776-334,13279-16613-18989-19211-742,16,1,2019-11-16 08:05,Dust2,5033
88148,4954-7398-7412-7592-9032,11110-2469-7805-8735-9260,16,9,2019-06-18 11:15,Inferno,4490
92444,10892-12089-15007-7808-9875,11916-4076-5479-695-7248,10,16,2019-09-26 20:30,Train,4597
94427,10394-7687-8520-8738-8797,14218-29-7443-9261-9278,11,16,2019-11-02 14:20,Mirage,4702
89099,165-2757-3741-8183-885,10671-11219-8507-8523-9136,16,9,2019-07-13 18:10,Nuke,4500
93951,12699-3669-8242-8321-9916,11283-11343-12030-2476-4216,13,16,2019-10-24 16:00,Nuke,4736
96174,12016-12027-13155-13982-3459,1045-11777-1378-6904-7218,16,6,2019-12-05 14:00,Overpass,4945
85447,11283-12030-3972-4216-9618,11654-12732-12733-13157-8726,16,7,2019-05-05 13:00,Vertigo,4603
100012,12781-5794-5796-7266-7938,3997-4373-7382-8371-9254,4,16,2020-03-08 17:00,Inferno,5135
80666,11654-12732-12733-13157-8726,1045-13148-13679-18515-7218-9960,16,3,2019-01-30 22:40,Mirage,4351
95411,1045-11777-1378-6904-7218,3997-4373-7382-8371-9254,13,16,2019-11-20 17:00,Inferno,4826
88677,165-2757-3741-8183-885,10588-4679-8082-8248-9686,16,14,2019-07-02 11:25,Mirage,4281
94545,11926-12269-13976-13980-16384,11654-12732-12733-13157-8726,9,16,2019-11-04 14:00,Mirage,4736
88436,10697-11343-12126-2799-7834,11654-12732-12733-13157-8726,11,16,2019-06-26 15:25,Mirage,4633
84570,10394-7687-8520-8738-8797,203-7810-7873-8507-9258,16,3,2019-04-18 00:25,Inferno,4338
76132,11654-12732-12733-13157-8726,11283-12030-7700-9618-9656,16,9,2018-10-24 17:35,Dust2,4193
89336,10394-7687-8520-8738-8797,14365-8522-8711-9043-9069,16,6,2019-07-18 16:00,Mirage,4574
68330,4954-7398-7412-7592-9032,10394-7687-8520-8738-9217,16,6,2018-06-08 15:40,Inferno,3460
89365,10671-11219-8507-8523-9136,12521-12553-12822-15631-16770,22,19,2019-07-19 08:00,Nuke,4446
92940,11893-1225-7169-7322-8184,11816-2730-429-8574-9960,16,13,2019-10-04 18:15,Dust2,4553
76429,165-317-7356-8324-9574,4954-7398-7412-7592-9032,14,16,2018-10-30 18:55,Mirage,4071
99409,13396-7821-8576-9271-9819,10114-12788-15562-15565-16556,16,10,2020-02-28 12:00,Train,5232
86152,10052-11716-11942-13239-13776,11816-2730-429-8574-9960,7,16,2019-05-19 08:00,Dust2,4309
96070,284-3972-7167-9616-9618,11154-11329-11747-14737-15914,16,13,2019-12-03 13:30,Inferno,4697
97512,12126-14614-15165-7805-9078,14365-8521-8735-9056-9258,19,15,2020-01-07 23:30,Mirage,5104
93096,11283-11343-12030-2476-4216,15697-16847-8327-8539-8570,13,16,2019-10-08 14:00,Nuke,4736
81454,11654-12732-12733-13157-8726,11250-11515-13915-9349-9350,16,14,2019-02-14 17:00,Inferno,4409
83270,4954-7398-7412-7592-9032,29-39-9255-9261-9278,16,12,2019-03-23 17:35,Dust2,4326
91302,11230-11737-13391-16599-9259,11630-12713-13230-13249-8711,11,16,2019-09-12 01:10,Dust2,4848
77515,11891-14221-8327-8570-973,4954-7398-7412-7592-9032,11,16,2018-11-14 19:00,Cache,3374
81795,10588-4679-8082-8248-9686,11893-7168-7169-7322-8184,16,12,2019-02-22 12:00,Inferno,3883
89152,10394-7687-8520-8738-8797,10588-4679-8082-8248-9686,16,11,2019-07-14 03:00,Vertigo,4500
94277,11891-15204-2553-7356-9574,11110-13666-3055-3849-7528,7,16,2019-10-31 19:00,Mirage,4925
97891,10004-10554-13094-19509-9716,12731-14273-18317-7716-8789,14,16,2020-01-18 12:00,Nuke,5160
96193,10994-7964-8611-922-9896,11995-12018-13300-8151-8891,16,11,2019-12-05 20:00,Mirage,5052
82049,11654-12732-12733-13157-8726,10789-12317-18585-8571-9011,16,6,2019-02-28 17:00,Mirage,4409
95117,10784-13670-9255-9257-9766,1045-11777-1378-6904-7218,12,16,2019-11-15 19:20,Overpass,5013
87853,10394-7687-8520-8738-8797,12731-14273-7716-9081-9083,17,19,2019-06-13 13:25,Nuke,4632
92500,11916-4076-5479-695-7248,13497-284-4959-7167-9616,11,16,2019-09-27 18:10,Overpass,4597
99817,11140-11162-11485-9102-9115,12591-12715-14294-2007-8767,16,6,2020-03-07 03:30,Nuke,5198
97568,11916-4076-5479-695-7248,12699-3669-8242-8321-9916,16,7,2020-01-09 17:10,Train,5110
99529,13396-7821-8576-9271-9819,11271-12089-13186-13250-7253,28,26,2020-03-03 23:15,Overpass,5210
92774,2023-5736-8564-8566-9217,11630-12713-13230-13249-8711,8,16,2019-10-01 21:05,Vertigo,4918
74743,7810-7873-8507-8513-9043,10588-4679-8082-8248-9686,12,16,2018-10-03 23:50,Mirage,3375
99330,10588-4679-8082-8248-9686,10774-11188-7028-8552-8605,16,10,2020-02-26 11:00,Vertigo,4901
97555,14737-2023-5736-8564-9217,10560-10566-11739-8568-9218,16,10,2020-01-09 02:10,Train,5104
86775,11654-12732-12733-13157-8726,11701-12781-14932-7266-7499,10,16,2019-05-29 17:00,Mirage,4501
84713,12048-12049-18640-2898-921,11654-12732-12733-13157-8726,10,16,2019-04-19 13:00,Train,3857
94787,4954-7398-7412-7592-9032,18053-3741-8183-885-9216,16,2,2019-11-09 10:05,Nuke,4837
99868,10994-7964-8611-922-9896,15180-15718-17942-9818-9820,19,16,2020-03-07 11:00,Nuke,5135
86046,2023-8564-9216-9217-9219,10394-7687-8520-8738-8797,16,11,2019-05-16 21:40,Vertigo,4421
98843,10588-4679-8082-8248-9686,10671-11219-8507-8523-9136,16,19,2020-02-15 15:30,Nuke,5138
94889,3997-4373-7382-8371-9254,13396-7821-8576-9271-9819,12,16,2019-11-11 17:40,Train,4736
93939,10590-13779-14205-15662-16946,11654-12732-12733-13157-8726,9,16,2019-10-24 13:00,Dust2,4492
99133,12731-14273-18317-7716-8789,10784-1146-9255-9257-9766,16,14,2020-02-20 15:05,Mirage,5150
64901,150-7938-8575-9353-9857,4954-7398-7412-7592-9032,14,16,2018-04-10 15:05,Mirage,3361
97979,10892-14619-15007-7808-9875,12126-14614-15165-7805-9078,13,16,2020-01-19 20:40,Overpass,5163
92907,11630-12713-13230-13249-8711,11238-16599-1915-8508-9130,16,10,2019-10-04 01:10,Dust2,4737
93933,12521-12553-12822-15631-8565,10671-11219-8507-8523-9136,13,16,2019-10-24 11:05,Train,4932
97523,12126-14614-15165-7805-9078,13186-13250-14203-18105-7253,16,11,2020-01-08 02:15,Nuke,5104
95502,10394-7687-8520-8738-8797,165-2757-3741-8183-885,16,11,2019-05-30 20:40,Inferno,4177
89673,11716-11942-13239-13776-334,12521-12553-12822-15631-16770,10,16,2019-07-26 10:40,Overpass,4730
98380,11816-2730-429-8574-9960,10330-14148-14419-7415-9612,16,12,2020-02-05 10:10,Nuke,5147
98201,10394-7687-8520-8738-8797,14737-2023-5736-8564-9217,16,9,2020-01-31 19:30,Inferno,5138
94379,4954-7398-7412-7592-9032,14218-29-7443-9261-9278,7,16,2019-11-01 20:00,Overpass,4702
96853,284-3972-7167-9616-9618,11891-15204-2553-7356-9574,16,2,2019-12-14 18:20,Vertigo,4998
93691,13396-7821-8576-9271-9819,11283-11343-12030-2476-4216,12,16,2019-10-19 18:00,Dust2,4093
99807,10774-11188-7028-8552-8605,12599-13693-14561-180-839,16,5,2020-03-07 04:00,Train,5196
94424,18053-3741-8183-885-9216,14218-29-7443-9261-9278,16,3,2019-11-02 13:00,Dust2,4702
76719,4954-7398-7412-7592-9032,1146-29-39-9261-9278,14,16,2018-11-02 19:30,Overpass,3701
86413,10394-7687-8520-8738-8797,10560-10566-5736-9218-9483,16,8,2019-05-23 21:00,Dust2,4422
97080,13396-7821-8576-9271-9819,10762-11217-13466-16412-17145,16,7,2019-12-18 19:10,Overpass,5019
99223,2469-7156-8095-8394-8875,13018-7700-7996-8983-9019,19,17,2020-02-23 03:35,Dust2,4869
92180,2023-5736-8564-8566-9217,10330-14148-14419-7415-9612,13,16,2019-09-22 12:40,Dust2,4828
91687,11816-2730-429-8574-9960,10761-11217-7834-7996-9019,16,8,2019-09-16 13:00,Dust2,4832
97890,12781-5794-5796-7266-7938,10499-10504-10506-11595-17619,16,9,2020-01-18 12:00,Inferno,5160
72806,4954-7398-7412-7592-9032,11485-12876-7910-9115-9686,16,3,2018-08-29 10:10,Mirage,3389
75137,10588-4679-8082-8248-9686,10263-5187-7026-7131-8605,16,13,2018-10-09 14:00,Mirage,3891
65761,4954-7398-7412-7592-9032,7167-7168-7322-8370-8374,16,10,2018-04-24 17:30,Inferno,3601
82561,4954-7398-7412-7592-9032,10569-147-7982-8372-9545,16,4,2019-03-11 16:05,Nuke,4412
85282,11816-2730-429-8574-9960,136-3252-5794-5796-7256,16,4,2019-05-02 05:55,Inferno,4236
94988,284-3972-7167-9616-9618,14218-29-7443-9261-9278,8,16,2019-11-13 17:25,Mirage,4699
93905,11217-13018-17147-7996-9019,13396-7821-8576-9271-9819,11,16,2019-10-23 18:50,Inferno,4944
95295,10994-7964-8611-922-9896,11891-15204-2553-7356-9574,16,12,2019-11-17 17:25,Vertigo,4312
99185,2469-7156-8095-8394-8875,11654-12732-12733-13157-8726,16,8,2020-02-21 22:00,Nuke,4869
92674,4954-7398-7412-7592-9032,10671-11219-8507-8523-9136,8,16,2019-09-29 17:45,Nuke,4597
91280,13464-15384-16410-17145-7834,10330-14148-14419-7415-9612,8,16,2019-09-11 19:00,Train,4847
88206,10449-13679-339-3997-798,11816-2730-429-8574-9960,8,16,2019-06-19 16:05,Nuke,4490
92345,12699-3669-8242-8321-9916,1045-11777-1378-6904-7218,16,9,2019-09-25 14:50,Mirage,4826
98196,18053-3741-8183-885-9216,13670-14218-7443-9261-9278,16,8,2020-01-31 15:30,Mirage,5138
67023,2023-8564-8568-8797-9216,4954-7398-7412-7592-9032,10,16,2018-05-16 19:30,Overpass,3373
78419,14087-15563-7537-9325-971,11654-12732-12733-13157-8726,8,16,2018-11-28 13:00,Nuke,3977
90036,11716-11942-13239-13776-334,11271-3252-5794-5796-7938,12,16,2019-08-06 16:05,Dust2,4773
95583,1045-11777-1378-6904-7218,15096-2799-8994-9255-9656,16,11,2019-11-23 18:05,Nuke,4492
99849,11140-11162-11485-9102-9115,11139-12593-16323-8745-8771,16,7,2020-03-07 07:30,Dust2,5198
99135,12781-5794-5796-7266-7938,12731-14273-18317-7716-8789,10,16,2020-02-20 16:15,Mirage,5150
90056,11654-12732-12733-13157-8726,13281-16612-2131-483-8459,16,6,2019-08-07 11:05,Overpass,4773
75998,10588-4679-8082-8248-9686,11110-3055-7440-7805-8735,16,14,2018-10-22 00:25,Inferno,3375
98639,10588-4679-8082-8248-9686,284-3972-7167-9616-9618,12,16,2020-02-14 15:30,Vertigo,5138
97595,11630-12713-13230-13249-8711,14737-2023-5736-8564-9217,16,12,2020-01-10 01:35,Inferno,5104
61163,2757-3741-429-8183-885,4954-7398-7412-7592-9032,14,16,2018-02-13 20:30,Inferno,3361
100154,14684-20018-3669-8242-9916,12781-5794-5796-7266-7938,7,16,2020-03-11 16:05,Mirage,5150
95973,14087-15563-7537-9325-971,11283-11343-12030-2476-4216,2,16,2019-11-30 19:35,Nuke,4313
93190,10330-14148-14419-7415-9612,11217-13018-17147-7996-9019,19,16,2019-10-10 18:05,Dust2,4736
86631,10394-7687-8520-8738-8797,10671-11219-8521-8523-9136,16,8,2019-05-26 20:05,Overpass,4566
83544,11654-12732-12733-13157-8726,10264-10610-7156-9078-922,16,4,2019-03-29 16:00,Inferno,4498
89842,11716-11942-13239-13776-334,11498-13915-7403-7490-7796,16,6,2019-07-31 15:10,Overpass,4778
91557,11654-12732-12733-13157-8726,11716-11942-13239-13776-334,6,16,2019-09-14 15:40,Dust2,4686
94698,19645-8600-8601-8604-8950,11916-4076-5479-695-7248,7,16,2019-11-07 09:50,Mirage,4837
86467,11893-7168-7169-7322-8184,10394-7687-8520-8738-8797,16,12,2019-05-24 16:50,Mirage,4566
90654,12521-12553-12822-15631-16770,11654-12732-12733-13157-8726,10,16,2019-08-24 12:35,Nuke,4450
76026,4954-7398-7412-7592-9032,10264-2469-8783-9078-922,16,6,2018-10-22 19:40,Nuke,4071
95905,10671-11219-8507-8523-9136,10394-7687-8520-8738-8797,14,16,2019-11-28 22:05,Dust2,4926
95602,11916-4076-5479-695-7248,2023-5736-8564-8566-9217,16,10,2019-11-24 05:00,Overpass,4680
91855,10330-14148-14419-7415-9612,11816-2730-429-8574-9960,20,22,2019-09-18 19:00,Mirage,4828
86557,10671-11219-8521-8523-9136,10394-7687-8520-8738-8797,16,12,2019-05-26 01:20,Dust2,4566
94429,11840-2757-7594-7998-8918,4954-7398-7412-7592-9032,15,15,2019-11-02 14:20,Nuke,4702
90871,4954-7398-7412-7592-9032,11283-12030-3972-4216-9618,16,5,2019-08-31 16:30,Vertigo,4443
84360,4954-7398-7412-7592-9032,10394-7687-8520-8738-8797,14,16,2019-04-13 17:30,Overpass,4327
97513,14737-2023-5736-8564-9217,10560-10566-11739-8568-9218,14,16,2020-01-07 23:10,Vertigo,5104
68327,4954-7398-7412-7592-9032,6451-7440-7805-8523-8735,16,13,2018-06-08 12:30,Inferno,3460
91351,11816-2730-429-8574-9960,11283-12030-3972-4216-9618,16,8,2019-09-12 16:00,Train,4847
94214,11110-13666-3055-3849-7528,10264-10330-14148-14419-9612,16,11,2019-10-30 19:00,Inferno,4925
86389,11264-12101-7253-7808-9056,10394-7687-8520-8738-8797,10,16,2019-05-23 16:00,Overpass,4566
86289,10394-7687-8520-8738-8797,11238-12710-13229-13578-8508,16,7,2019-05-22 01:55,Vertigo,4422
95127,10994-7964-8611-922-9896,12699-3669-8242-8321-9916,16,13,2019-11-15 22:55,Overpass,4312
67250,10394-7687-8520-8738-9217,4954-7398-7412-7592-9032,12,16,2018-05-20 18:20,Inferno,3373
93179,10330-14148-14419-7415-9612,12161-13240-13281-2131-8528,7,16,2019-10-10 14:00,Dust2,4492
99885,10774-11188-7028-8552-8605,19645-8600-8601-8604-8950,9,16,2020-03-07 12:30,Train,5196
87692,11816-2730-429-8574-9960,11652-15204-2553-7356-9574,16,12,2019-06-10 16:50,Train,4613
97031,11816-2730-7150-9294-9960,284-3972-7167-9616-9618,16,14,2019-12-16 00:30,Train,4998
93442,11716-11942-13239-13776-334,15835-17024-9352-9353-9857,16,6,2019-10-15 16:00,Inferno,4736
68462,4954-7398-7412-7592-9032,10397-2757-3741-429-8183,16,8,2018-06-10 14:00,Inferno,3460
93997,284-3972-7167-9616-9618,11110-13666-3055-3849-7528,12,16,2019-10-25 12:55,Mirage,4932
74971,4954-7398-7412-7592-9032,7964-8095-8394-8875-9031,16,3,2018-10-06 19:05,Dust2,4071
99297,13670-14218-7443-9261-9278,11630-12713-13230-13249-8711,16,9,2020-02-25 13:45,Vertigo,4901
90918,10394-7687-8520-8738-8797,11816-2730-429-8574-9960,22,20,2019-09-01 13:55,Dust2,4443
78718,10588-4679-8082-8248-9686,11271-136-5794-5796-7256,16,7,2018-12-05 13:20,Train,3376
82877,10052-11716-11942-13239-13776,11654-12732-12733-13157-8726,16,8,2019-03-18 16:00,Dust2,4413
90696,10671-11219-8507-8523-9136,11716-11942-13239-13776-334,16,4,2019-08-25 13:35,Dust2,4450
80290,10394-7687-8520-8738-8797,16314-7382-8565-8566-9482,16,11,2019-01-19 23:50,Mirage,4290
92483,10264-12018-2469-7156-9078,18053-3741-8183-885-9216,16,8,2019-09-27 15:00,Dust2,4597
